GL class,Ledger Type,Ledger Name,Ledger Code,Ledger Description,Ledger Currency,Branch,Related Parent Ledger,Mapped Product Code,Mapped Product Name
Equity,Parent,Huge861,EQUB68,This is a parent under a parent Vault Cash 861,TBT,S012,,,
Equity,Parent,Huge862,EQUB69,This is a parent under a parent Vault Cash 862,TBT,S012,,,
Equity,Parent,Huge863,EQUB70,This is a parent under a parent Vault Cash 863,TBT,S012,,,
Equity,Parent,Huge864,EQUB71,This is a parent under a parent Vault Cash 864,TBT,S012,,,
Equity,Parent,Huge865,EQUB72,This is a parent under a parent Vault Cash 865,TBT,S012,,,
Equity,Parent,Huge866,EQUB73,This is a parent under a parent Vault Cash 866,TBT,S012,,,
Equity,Parent,Huge867,EQUB74,This is a parent under a parent Vault Cash 867,TBT,S012,,,
Equity,Parent,Huge868,EQUB75,This is a parent under a parent Vault Cash 868,TBT,S012,,,
Equity,Parent,Huge869,EQUB76,This is a parent under a parent Vault Cash 869,TBT,S012,,,
Equity,Parent,Huge870,EQUB77,This is a parent under a parent Vault Cash 870,TBT,S012,,,
Equity,Parent,Huge871,EQUB78,This is a parent under a parent Vault Cash 871,TBT,S012,,,
Equity,Parent,Huge872,EQUB79,This is a parent under a parent Vault Cash 872,TBT,S012,,,
Equity,Parent,Huge873,EQUB80,This is a parent under a parent Vault Cash 873,TBT,S012,,,
Equity,Parent,Huge874,EQUB81,This is a parent under a parent Vault Cash 874,TBT,S012,,,
Equity,Parent,Huge875,EQUB82,This is a parent under a parent Vault Cash 875,TBT,S012,,,
Equity,Parent,Huge876,EQUB83,This is a parent under a parent Vault Cash 876,TBT,S012,,,
Equity,Parent,Huge877,EQUB84,This is a parent under a parent Vault Cash 877,TBT,S012,,,
Equity,Parent,Huge878,EQUB85,This is a parent under a parent Vault Cash 878,TBT,S012,,,
Equity,Parent,Huge879,EQUB86,This is a parent under a parent Vault Cash 879,TBT,S012,,,
Equity,Parent,Huge880,EQUB87,This is a parent under a parent Vault Cash 880,TBT,S012,,,
Equity,Parent,Huge881,EQUB88,This is a parent under a parent Vault Cash 881,TBT,S012,,,
Equity,Parent,Huge882,EQUB89,This is a parent under a parent Vault Cash 882,TBT,S012,,,
Equity,Parent,Huge883,EQUB90,This is a parent under a parent Vault Cash 883,TBT,S012,,,
Equity,Parent,Huge884,EQUB91,This is a parent under a parent Vault Cash 884,TBT,S012,,,
Equity,Parent,Huge885,EQUB92,This is a parent under a parent Vault Cash 885,TBT,S012,,,
Equity,Parent,Huge886,EQUB93,This is a parent under a parent Vault Cash 886,TBT,S012,,,
Equity,Parent,Huge887,EQUB94,This is a parent under a parent Vault Cash 887,TBT,S012,,,
Equity,Parent,Huge888,EQUB95,This is a parent under a parent Vault Cash 888,TBT,S012,,,
Equity,Parent,Huge889,EQUB96,This is a parent under a parent Vault Cash 889,TBT,S012,,,
Equity,Parent,Huge890,EQUB97,This is a parent under a parent Vault Cash 890,TBT,S012,,,
Equity,Parent,Huge891,EQUB98,This is a parent under a parent Vault Cash 891,TBT,S012,,,
Equity,Parent,Huge892,EQUB99,This is a parent under a parent Vault Cash 892,TBT,S012,,,
Equity,Parent,Huge893,EQUC01,This is a parent under a parent Vault Cash 893,TBT,S012,,,
Equity,Parent,Huge894,EQUC02,This is a parent under a parent Vault Cash 894,TBT,S012,,,
Equity,Parent,Huge895,EQUC03,This is a parent under a parent Vault Cash 895,TBT,S012,,,
Equity,Parent,Huge896,EQUC04,This is a parent under a parent Vault Cash 896,TBT,S012,,,
Equity,Parent,Huge897,EQUC05,This is a parent under a parent Vault Cash 897,TBT,S012,,,
Equity,Parent,Huge898,EQUC06,This is a parent under a parent Vault Cash 898,TBT,S012,,,
Equity,Parent,Huge899,EQUC07,This is a parent under a parent Vault Cash 899,TBT,S012,,,
Equity,Parent,Huge900,EQUC08,This is a parent under a parent Vault Cash 900,TBT,S012,,,
Equity,Parent,Huge901,EQUC09,This is a parent under a parent Vault Cash 901,TBT,S012,,,
Equity,Parent,Huge902,EQUC10,This is a parent under a parent Vault Cash 902,TBT,S012,,,
Equity,Parent,Huge903,EQUC11,This is a parent under a parent Vault Cash 903,TBT,S012,,,
Equity,Parent,Huge904,EQUC12,This is a parent under a parent Vault Cash 904,TBT,S012,,,
Equity,Parent,Huge905,EQUC13,This is a parent under a parent Vault Cash 905,TBT,S012,,,
Equity,Parent,Huge906,EQUC14,This is a parent under a parent Vault Cash 906,TBT,S012,,,
Equity,Parent,Huge907,EQUC15,This is a parent under a parent Vault Cash 907,TBT,S012,,,
Equity,Parent,Huge908,EQUC16,This is a parent under a parent Vault Cash 908,TBT,S012,,,
Equity,Parent,Huge909,EQUC17,This is a parent under a parent Vault Cash 909,TBT,S012,,,
Equity,Parent,Huge910,EQUC18,This is a parent under a parent Vault Cash 910,TBT,S012,,,
Equity,Parent,Huge911,EQUC19,This is a parent under a parent Vault Cash 911,TBT,S012,,,
Equity,Parent,Huge912,EQUC20,This is a parent under a parent Vault Cash 912,TBT,S012,,,
Equity,Parent,Huge913,EQUC21,This is a parent under a parent Vault Cash 913,TBT,S012,,,
Equity,Parent,Huge914,EQUC22,This is a parent under a parent Vault Cash 914,TBT,S012,,,
Equity,Parent,Huge915,EQUC23,This is a parent under a parent Vault Cash 915,TBT,S012,,,
Equity,Parent,Huge916,EQUC24,This is a parent under a parent Vault Cash 916,TBT,S012,,,
Equity,Parent,Huge917,EQUC25,This is a parent under a parent Vault Cash 917,TBT,S012,,,
Equity,Parent,Huge918,EQUC26,This is a parent under a parent Vault Cash 918,TBT,S012,,,
Equity,Parent,Huge919,EQUC27,This is a parent under a parent Vault Cash 919,TBT,S012,,,
Equity,Parent,Huge920,EQUC28,This is a parent under a parent Vault Cash 920,TBT,S012,,,
Equity,Parent,Huge921,EQUC29,This is a parent under a parent Vault Cash 921,TBT,S012,,,
Equity,Parent,Huge922,EQUC30,This is a parent under a parent Vault Cash 922,TBT,S012,,,
Equity,Parent,Huge923,EQUC31,This is a parent under a parent Vault Cash 923,TBT,S012,,,
Equity,Parent,Huge924,EQUC32,This is a parent under a parent Vault Cash 924,TBT,S012,,,
Equity,Parent,Huge925,EQUC33,This is a parent under a parent Vault Cash 925,TBT,S012,,,
Equity,Parent,Huge926,EQUC34,This is a parent under a parent Vault Cash 926,TBT,S012,,,
Equity,Parent,Huge927,EQUC35,This is a parent under a parent Vault Cash 927,TBT,S012,,,
Equity,Parent,Huge928,EQUC36,This is a parent under a parent Vault Cash 928,TBT,S012,,,
Equity,Parent,Huge929,EQUC37,This is a parent under a parent Vault Cash 929,TBT,S012,,,
Equity,Parent,Huge930,EQUC38,This is a parent under a parent Vault Cash 930,TBT,S012,,,
Equity,Parent,Huge931,EQUC39,This is a parent under a parent Vault Cash 931,TBT,S012,,,
Equity,Parent,Huge932,EQUC40,This is a parent under a parent Vault Cash 932,TBT,S012,,,
Equity,Parent,Huge933,EQUC41,This is a parent under a parent Vault Cash 933,TBT,S012,,,
Equity,Parent,Huge934,EQUC42,This is a parent under a parent Vault Cash 934,TBT,S012,,,
Equity,Parent,Huge935,EQUC43,This is a parent under a parent Vault Cash 935,TBT,S012,,,
Equity,Parent,Huge936,EQUC44,This is a parent under a parent Vault Cash 936,TBT,S012,,,
Equity,Parent,Huge937,EQUC45,This is a parent under a parent Vault Cash 937,TBT,S012,,,
Equity,Parent,Huge938,EQUC46,This is a parent under a parent Vault Cash 938,TBT,S012,,,
Equity,Parent,Huge939,EQUC47,This is a parent under a parent Vault Cash 939,TBT,S012,,,
Equity,Parent,Huge940,EQUC48,This is a parent under a parent Vault Cash 940,TBT,S012,,,
Equity,Parent,Huge941,EQUC49,This is a parent under a parent Vault Cash 941,TBT,S012,,,
Equity,Parent,Huge942,EQUC50,This is a parent under a parent Vault Cash 942,TBT,S012,,,
Equity,Parent,Huge943,EQUC51,This is a parent under a parent Vault Cash 943,TBT,S012,,,
Equity,Parent,Huge944,EQUC52,This is a parent under a parent Vault Cash 944,TBT,S012,,,
Equity,Parent,Huge945,EQUC53,This is a parent under a parent Vault Cash 945,TBT,S012,,,
Equity,Parent,Huge946,EQUC54,This is a parent under a parent Vault Cash 946,TBT,S012,,,
Equity,Parent,Huge947,EQUC55,This is a parent under a parent Vault Cash 947,TBT,S012,,,
Equity,Parent,Huge948,EQUC56,This is a parent under a parent Vault Cash 948,TBT,S012,,,
Equity,Parent,Huge949,EQUC57,This is a parent under a parent Vault Cash 949,TBT,S012,,,
Equity,Parent,Huge950,EQUC58,This is a parent under a parent Vault Cash 950,TBT,S012,,,
Equity,Parent,Huge951,EQUC59,This is a parent under a parent Vault Cash 951,TBT,S012,,,
Equity,Parent,Huge952,EQUC60,This is a parent under a parent Vault Cash 952,TBT,S012,,,
Equity,Parent,Huge953,EQUC61,This is a parent under a parent Vault Cash 953,TBT,S012,,,
Equity,Parent,Huge954,EQUC62,This is a parent under a parent Vault Cash 954,TBT,S012,,,
Equity,Parent,Huge955,EQUC63,This is a parent under a parent Vault Cash 955,TBT,S012,,,
Equity,Parent,Huge956,EQUC64,This is a parent under a parent Vault Cash 956,TBT,S012,,,
Equity,Parent,Huge957,EQUC65,This is a parent under a parent Vault Cash 957,TBT,S012,,,
Equity,Parent,Huge958,EQUC66,This is a parent under a parent Vault Cash 958,TBT,S012,,,
Equity,Parent,Huge959,EQUC67,This is a parent under a parent Vault Cash 959,TBT,S012,,,
Equity,Parent,Huge960,EQUC68,This is a parent under a parent Vault Cash 960,TBT,S012,,,
Equity,Parent,Huge961,EQUC69,This is a parent under a parent Vault Cash 961,TBT,S012,,,
Equity,Parent,Huge962,EQUC70,This is a parent under a parent Vault Cash 962,TBT,S012,,,
Equity,Parent,Huge963,EQUC71,This is a parent under a parent Vault Cash 963,TBT,S012,,,
Equity,Parent,Huge964,EQUC72,This is a parent under a parent Vault Cash 964,TBT,S012,,,
Equity,Parent,Huge965,EQUC73,This is a parent under a parent Vault Cash 965,TBT,S012,,,
Equity,Parent,Huge966,EQUC74,This is a parent under a parent Vault Cash 966,TBT,S012,,,
Equity,Parent,Huge967,EQUC75,This is a parent under a parent Vault Cash 967,TBT,S012,,,
Equity,Parent,Huge968,EQUC76,This is a parent under a parent Vault Cash 968,TBT,S012,,,
Equity,Parent,Huge969,EQUC77,This is a parent under a parent Vault Cash 969,TBT,S012,,,
Equity,Parent,Huge970,EQUC78,This is a parent under a parent Vault Cash 970,TBT,S012,,,
Equity,Parent,Huge971,EQUC79,This is a parent under a parent Vault Cash 971,TBT,S012,,,
Equity,Parent,Huge972,EQUC80,This is a parent under a parent Vault Cash 972,TBT,S012,,,
Equity,Parent,Huge973,EQUC81,This is a parent under a parent Vault Cash 973,TBT,S012,,,
Equity,Parent,Huge974,EQUC82,This is a parent under a parent Vault Cash 974,TBT,S012,,,
Equity,Parent,Huge975,EQUC83,This is a parent under a parent Vault Cash 975,TBT,S012,,,
Equity,Parent,Huge976,EQUC84,This is a parent under a parent Vault Cash 976,TBT,S012,,,
Equity,Parent,Huge977,EQUC85,This is a parent under a parent Vault Cash 977,TBT,S012,,,
Equity,Parent,Huge978,EQUC86,This is a parent under a parent Vault Cash 978,TBT,S012,,,
Equity,Parent,Huge979,EQUC87,This is a parent under a parent Vault Cash 979,TBT,S012,,,
Equity,Parent,Huge980,EQUC88,This is a parent under a parent Vault Cash 980,TBT,S012,,,
Equity,Parent,Huge981,EQUC89,This is a parent under a parent Vault Cash 981,TBT,S012,,,
Equity,Parent,Huge982,EQUC90,This is a parent under a parent Vault Cash 982,TBT,S012,,,
Equity,Parent,Huge983,EQUC91,This is a parent under a parent Vault Cash 983,TBT,S012,,,
Equity,Parent,Huge984,EQUC92,This is a parent under a parent Vault Cash 984,TBT,S012,,,
Equity,Parent,Huge985,EQUC93,This is a parent under a parent Vault Cash 985,TBT,S012,,,
Equity,Parent,Huge986,EQUC94,This is a parent under a parent Vault Cash 986,TBT,S012,,,
Equity,Parent,Huge987,EQUC95,This is a parent under a parent Vault Cash 987,TBT,S012,,,
Equity,Parent,Huge988,EQUC96,This is a parent under a parent Vault Cash 988,TBT,S012,,,
Equity,Parent,Huge989,EQUC97,This is a parent under a parent Vault Cash 989,TBT,S012,,,
Equity,Parent,Huge990,EQUC98,This is a parent under a parent Vault Cash 990,TBT,S012,,,
Equity,Parent,Huge991,EQUC99,This is a parent under a parent Vault Cash 991,TBT,S012,,,
Equity,Parent,Huge992,EQUD01,This is a parent under a parent Vault Cash 992,TBT,S012,,,
Equity,Parent,Huge993,EQUD02,This is a parent under a parent Vault Cash 993,TBT,S012,,,
Equity,Parent,Huge994,EQUD03,This is a parent under a parent Vault Cash 994,TBT,S012,,,
Equity,Parent,Huge995,EQUD04,This is a parent under a parent Vault Cash 995,TBT,S012,,,
Equity,Parent,Huge996,EQUD05,This is a parent under a parent Vault Cash 996,TBT,S012,,,
Equity,Parent,Huge997,EQUD06,This is a parent under a parent Vault Cash 997,TBT,S012,,,
Equity,Parent,Huge998,EQUD07,This is a parent under a parent Vault Cash 998,TBT,S012,,,
Revenue,Parent,Huge1000,REVD09,This is a parent under a parent Vault Cash 1000,TBT,S012,,,
Revenue,Parent,Huge1001,REVD10,This is a parent under a parent Vault Cash 1001,TBT,S012,,,
Revenue,Parent,Huge1002,REVD11,This is a parent under a parent Vault Cash 1002,TBT,S012,,,
Revenue,Parent,Huge1003,REVD12,This is a parent under a parent Vault Cash 1003,TBT,S012,,,
Revenue,Parent,Huge1004,REVD13,This is a parent under a parent Vault Cash 1004,TBT,S012,,,
Revenue,Parent,Huge1005,REVD14,This is a parent under a parent Vault Cash 1005,TBT,S012,,,
Revenue,Parent,Huge1006,REVD15,This is a parent under a parent Vault Cash 1006,TBT,S012,,,
Revenue,Parent,Huge1007,REVD16,This is a parent under a parent Vault Cash 1007,TBT,S012,,,
Revenue,Parent,Huge1008,REVD17,This is a parent under a parent Vault Cash 1008,TBT,S012,,,
Revenue,Parent,Huge1009,REVD18,This is a parent under a parent Vault Cash 1009,TBT,S012,,,
Revenue,Parent,Huge1010,REVD19,This is a parent under a parent Vault Cash 1010,TBT,S012,,,
Revenue,Parent,Huge1011,REVD20,This is a parent under a parent Vault Cash 1011,TBT,S012,,,
Revenue,Parent,Huge1012,REVD21,This is a parent under a parent Vault Cash 1012,TBT,S012,,,
Revenue,Parent,Huge1013,REVD22,This is a parent under a parent Vault Cash 1013,TBT,S012,,,
Revenue,Parent,Huge1014,REVD23,This is a parent under a parent Vault Cash 1014,TBT,S012,,,
Revenue,Parent,Huge1015,REVD24,This is a parent under a parent Vault Cash 1015,TBT,S012,,,
Revenue,Parent,Huge1016,REVD25,This is a parent under a parent Vault Cash 1016,TBT,S012,,,
Revenue,Parent,Huge1017,REVD26,This is a parent under a parent Vault Cash 1017,TBT,S012,,,
Revenue,Parent,Huge1018,REVD27,This is a parent under a parent Vault Cash 1018,TBT,S012,,,
Revenue,Parent,Huge1019,REVD28,This is a parent under a parent Vault Cash 1019,TBT,S012,,,
Revenue,Parent,Huge1020,REVD29,This is a parent under a parent Vault Cash 1020,TBT,S012,,,
Revenue,Parent,Huge1021,REVD30,This is a parent under a parent Vault Cash 1021,TBT,S012,,,
Revenue,Parent,Huge1022,REVD31,This is a parent under a parent Vault Cash 1022,TBT,S012,,,
Revenue,Parent,Huge1023,REVD32,This is a parent under a parent Vault Cash 1023,TBT,S012,,,
Revenue,Parent,Huge1024,REVD33,This is a parent under a parent Vault Cash 1024,TBT,S012,,,
Revenue,Parent,Huge1025,REVD34,This is a parent under a parent Vault Cash 1025,TBT,S012,,,
Revenue,Parent,Huge1026,REVD35,This is a parent under a parent Vault Cash 1026,TBT,S012,,,
Revenue,Parent,Huge1027,REVD36,This is a parent under a parent Vault Cash 1027,TBT,S012,,,
Revenue,Parent,Huge1028,REVD37,This is a parent under a parent Vault Cash 1028,TBT,S012,,,
Revenue,Parent,Huge1029,REVD38,This is a parent under a parent Vault Cash 1029,TBT,S012,,,
Revenue,Parent,Huge1030,REVD39,This is a parent under a parent Vault Cash 1030,TBT,S012,,,
Revenue,Parent,Huge1031,REVD40,This is a parent under a parent Vault Cash 1031,TBT,S012,,,
Revenue,Parent,Huge1032,REVD41,This is a parent under a parent Vault Cash 1032,TBT,S012,,,
Revenue,Parent,Huge1033,REVD42,This is a parent under a parent Vault Cash 1033,TBT,S012,,,
Revenue,Parent,Huge1034,REVD43,This is a parent under a parent Vault Cash 1034,TBT,S012,,,
Revenue,Parent,Huge1035,REVD44,This is a parent under a parent Vault Cash 1035,TBT,S012,,,
Revenue,Parent,Huge1036,REVD45,This is a parent under a parent Vault Cash 1036,TBT,S012,,,
Revenue,Parent,Huge1037,REVD46,This is a parent under a parent Vault Cash 1037,TBT,S012,,,
Revenue,Parent,Huge1038,REVD47,This is a parent under a parent Vault Cash 1038,TBT,S012,,,
Revenue,Parent,Huge1039,REVD48,This is a parent under a parent Vault Cash 1039,TBT,S012,,,
Revenue,Parent,Huge1040,REVD49,This is a parent under a parent Vault Cash 1040,TBT,S012,,,
Revenue,Parent,Huge1041,REVD50,This is a parent under a parent Vault Cash 1041,TBT,S012,,,
Revenue,Parent,Huge1042,REVD51,This is a parent under a parent Vault Cash 1042,TBT,S012,,,
Revenue,Parent,Huge1043,REVD52,This is a parent under a parent Vault Cash 1043,TBT,S012,,,
Revenue,Parent,Huge1044,REVD53,This is a parent under a parent Vault Cash 1044,TBT,S012,,,
Revenue,Parent,Huge1045,REVD54,This is a parent under a parent Vault Cash 1045,TBT,S012,,,
Revenue,Parent,Huge1046,REVD55,This is a parent under a parent Vault Cash 1046,TBT,S012,,,
Revenue,Parent,Huge1047,REVD56,This is a parent under a parent Vault Cash 1047,TBT,S012,,,
Revenue,Parent,Huge1048,REVD57,This is a parent under a parent Vault Cash 1048,TBT,S012,,,
Revenue,Parent,Huge1049,REVD58,This is a parent under a parent Vault Cash 1049,TBT,S012,,,
Revenue,Parent,Huge1050,REVD59,This is a parent under a parent Vault Cash 1050,TBT,S012,,,
Revenue,Parent,Huge1051,REVD60,This is a parent under a parent Vault Cash 1051,TBT,S012,,,
Revenue,Parent,Huge1052,REVD61,This is a parent under a parent Vault Cash 1052,TBT,S012,,,
Revenue,Parent,Huge1053,REVD62,This is a parent under a parent Vault Cash 1053,TBT,S012,,,
Revenue,Parent,Huge1054,REVD63,This is a parent under a parent Vault Cash 1054,TBT,S012,,,
Revenue,Parent,Huge1055,REVD64,This is a parent under a parent Vault Cash 1055,TBT,S012,,,
Revenue,Parent,Huge1056,REVD65,This is a parent under a parent Vault Cash 1056,TBT,S012,,,
Revenue,Parent,Huge1057,REVD66,This is a parent under a parent Vault Cash 1057,TBT,S012,,,
Revenue,Parent,Huge1058,REVD67,This is a parent under a parent Vault Cash 1058,TBT,S012,,,
Revenue,Parent,Huge1059,REVD68,This is a parent under a parent Vault Cash 1059,TBT,S012,,,
Revenue,Parent,Huge1060,REVD69,This is a parent under a parent Vault Cash 1060,TBT,S012,,,
Revenue,Parent,Huge1061,REVD70,This is a parent under a parent Vault Cash 1061,TBT,S012,,,
Revenue,Parent,Huge1062,REVD71,This is a parent under a parent Vault Cash 1062,TBT,S012,,,
Revenue,Parent,Huge1063,REVD72,This is a parent under a parent Vault Cash 1063,TBT,S012,,,
Revenue,Parent,Huge1064,REVD73,This is a parent under a parent Vault Cash 1064,TBT,S012,,,
Revenue,Parent,Huge1065,REVD74,This is a parent under a parent Vault Cash 1065,TBT,S012,,,
Revenue,Parent,Huge1066,REVD75,This is a parent under a parent Vault Cash 1066,TBT,S012,,,
Revenue,Parent,Huge1067,REVD76,This is a parent under a parent Vault Cash 1067,TBT,S012,,,
Revenue,Parent,Huge1068,REVD77,This is a parent under a parent Vault Cash 1068,TBT,S012,,,
Revenue,Parent,Huge1069,REVD78,This is a parent under a parent Vault Cash 1069,TBT,S012,,,
Revenue,Parent,Huge1070,REVD79,This is a parent under a parent Vault Cash 1070,TBT,S012,,,
Revenue,Parent,Huge1071,REVD80,This is a parent under a parent Vault Cash 1071,TBT,S012,,,
Revenue,Parent,Huge1072,REVD81,This is a parent under a parent Vault Cash 1072,TBT,S012,,,
Revenue,Parent,Huge1073,REVD82,This is a parent under a parent Vault Cash 1073,TBT,S012,,,
Revenue,Parent,Huge1074,REVD83,This is a parent under a parent Vault Cash 1074,TBT,S012,,,
Revenue,Parent,Huge1075,REVD84,This is a parent under a parent Vault Cash 1075,TBT,S012,,,
Revenue,Parent,Huge1076,REVD85,This is a parent under a parent Vault Cash 1076,TBT,S012,,,
Revenue,Parent,Huge1077,REVD86,This is a parent under a parent Vault Cash 1077,TBT,S012,,,
Revenue,Parent,Huge1078,REVD87,This is a parent under a parent Vault Cash 1078,TBT,S012,,,
Revenue,Parent,Huge1079,REVD88,This is a parent under a parent Vault Cash 1079,TBT,S012,,,
Revenue,Parent,Huge1080,REVD89,This is a parent under a parent Vault Cash 1080,TBT,S012,,,
Revenue,Parent,Huge1081,REVD90,This is a parent under a parent Vault Cash 1081,TBT,S012,,,
Revenue,Parent,Huge1082,REVD91,This is a parent under a parent Vault Cash 1082,TBT,S012,,,
Revenue,Parent,Huge1083,REVD92,This is a parent under a parent Vault Cash 1083,TBT,S012,,,
Revenue,Parent,Huge1084,REVD93,This is a parent under a parent Vault Cash 1084,TBT,S012,,,
Revenue,Parent,Huge1085,REVD94,This is a parent under a parent Vault Cash 1085,TBT,S012,,,
Revenue,Parent,Huge1086,REVD95,This is a parent under a parent Vault Cash 1086,TBT,S012,,,
Revenue,Parent,Huge1087,REVD96,This is a parent under a parent Vault Cash 1087,TBT,S012,,,
Revenue,Parent,Huge1088,REVD97,This is a parent under a parent Vault Cash 1088,TBT,S012,,,
Revenue,Parent,Huge1089,REVD98,This is a parent under a parent Vault Cash 1089,TBT,S012,,,
Revenue,Parent,Huge1090,REVD99,This is a parent under a parent Vault Cash 1090,TBT,S012,,,
Revenue,Parent,Huge1091,REVF01,This is a parent under a parent Vault Cash 1091,TBT,S012,,,
Revenue,Parent,Huge1092,REVF02,This is a parent under a parent Vault Cash 1092,TBT,S012,,,
Revenue,Parent,Huge1093,REVF03,This is a parent under a parent Vault Cash 1093,TBT,S012,,,
Revenue,Parent,Huge1094,REVF04,This is a parent under a parent Vault Cash 1094,TBT,S012,,,
Revenue,Parent,Huge1095,REVF05,This is a parent under a parent Vault Cash 1095,TBT,S012,,,
Revenue,Parent,Huge1096,REVF06,This is a parent under a parent Vault Cash 1096,TBT,S012,,,
Revenue,Parent,Huge1097,REVF07,This is a parent under a parent Vault Cash 1097,TBT,S012,,,
Revenue,Parent,Huge1098,REVF08,This is a parent under a parent Vault Cash 1098,TBT,S012,,,
Revenue,Parent,Huge1099,REVF09,This is a parent under a parent Vault Cash 1099,TBT,S012,,,
Revenue,Parent,Huge1100,REVF10,This is a parent under a parent Vault Cash 1100,TBT,S012,,,
Revenue,Parent,Huge1101,REVF11,This is a parent under a parent Vault Cash 1101,TBT,S012,,,
Revenue,Parent,Huge1102,REVF12,This is a parent under a parent Vault Cash 1102,TBT,S012,,,
Revenue,Parent,Huge1103,REVF13,This is a parent under a parent Vault Cash 1103,TBT,S012,,,
Revenue,Parent,Huge1104,REVF14,This is a parent under a parent Vault Cash 1104,TBT,S012,,,
Revenue,Parent,Huge1105,REVF15,This is a parent under a parent Vault Cash 1105,TBT,S012,,,
Revenue,Parent,Huge1106,REVF16,This is a parent under a parent Vault Cash 1106,TBT,S012,,,
Revenue,Parent,Huge1107,REVF17,This is a parent under a parent Vault Cash 1107,TBT,S012,,,
Revenue,Parent,Huge1108,REVF18,This is a parent under a parent Vault Cash 1108,TBT,S012,,,
Revenue,Parent,Huge1109,REVF19,This is a parent under a parent Vault Cash 1109,TBT,S012,,,
Revenue,Parent,Huge1110,REVF20,This is a parent under a parent Vault Cash 1110,TBT,S012,,,
Revenue,Parent,Huge1111,REVF21,This is a parent under a parent Vault Cash 1111,TBT,S012,,,
Revenue,Parent,Huge1112,REVF22,This is a parent under a parent Vault Cash 1112,TBT,S012,,,
Revenue,Parent,Huge1113,REVF23,This is a parent under a parent Vault Cash 1113,TBT,S012,,,
Revenue,Parent,Huge1114,REVF24,This is a parent under a parent Vault Cash 1114,TBT,S012,,,
Revenue,Parent,Huge1115,REVF25,This is a parent under a parent Vault Cash 1115,TBT,S012,,,
Revenue,Parent,Huge1116,REVF26,This is a parent under a parent Vault Cash 1116,TBT,S012,,,
Revenue,Parent,Huge1117,REVF27,This is a parent under a parent Vault Cash 1117,TBT,S012,,,
Revenue,Parent,Huge1118,REVF28,This is a parent under a parent Vault Cash 1118,TBT,S012,,,
Revenue,Parent,Huge1119,REVF29,This is a parent under a parent Vault Cash 1119,TBT,S012,,,
Revenue,Parent,Huge1120,REVF30,This is a parent under a parent Vault Cash 1120,TBT,S012,,,
Revenue,Parent,Huge1121,REVF31,This is a parent under a parent Vault Cash 1121,TBT,S012,,,
Revenue,Parent,Huge1122,REVF32,This is a parent under a parent Vault Cash 1122,TBT,S012,,,
Revenue,Parent,Huge1123,REVF33,This is a parent under a parent Vault Cash 1123,TBT,S012,,,
Revenue,Parent,Huge1124,REVF34,This is a parent under a parent Vault Cash 1124,TBT,S012,,,
Revenue,Parent,Huge1125,REVF35,This is a parent under a parent Vault Cash 1125,TBT,S012,,,
Revenue,Parent,Huge1126,REVF36,This is a parent under a parent Vault Cash 1126,TBT,S012,,,
Revenue,Parent,Huge1127,REVF37,This is a parent under a parent Vault Cash 1127,TBT,S012,,,
Revenue,Parent,Huge1128,REVF38,This is a parent under a parent Vault Cash 1128,TBT,S012,,,
Revenue,Parent,Huge1129,REVF39,This is a parent under a parent Vault Cash 1129,TBT,S012,,,
Revenue,Parent,Huge1130,REVF40,This is a parent under a parent Vault Cash 1130,TBT,S012,,,
Revenue,Parent,Huge1131,REVF41,This is a parent under a parent Vault Cash 1131,TBT,S012,,,
Revenue,Parent,Huge1132,REVF42,This is a parent under a parent Vault Cash 1132,TBT,S012,,,
Revenue,Parent,Huge1133,REVF43,This is a parent under a parent Vault Cash 1133,TBT,S012,,,
Revenue,Parent,Huge1134,REVF44,This is a parent under a parent Vault Cash 1134,TBT,S012,,,
Revenue,Parent,Huge1135,REVF45,This is a parent under a parent Vault Cash 1135,TBT,S012,,,
Revenue,Parent,Huge1136,REVF46,This is a parent under a parent Vault Cash 1136,TBT,S012,,,
Revenue,Parent,Huge1137,REVF47,This is a parent under a parent Vault Cash 1137,TBT,S012,,,
Revenue,Parent,Huge1138,REVF48,This is a parent under a parent Vault Cash 1138,TBT,S012,,,
Revenue,Parent,Huge1139,REVF49,This is a parent under a parent Vault Cash 1139,TBT,S012,,,
Revenue,Parent,Huge1140,REVF50,This is a parent under a parent Vault Cash 1140,TBT,S012,,,
Revenue,Parent,Huge1141,REVF51,This is a parent under a parent Vault Cash 1141,TBT,S012,,,
Revenue,Parent,Huge1142,REVF52,This is a parent under a parent Vault Cash 1142,TBT,S012,,,
Revenue,Parent,Huge1143,REVF53,This is a parent under a parent Vault Cash 1143,TBT,S012,,,
Revenue,Parent,Huge1144,REVF54,This is a parent under a parent Vault Cash 1144,TBT,S012,,,
Revenue,Parent,Huge1145,REVF55,This is a parent under a parent Vault Cash 1145,TBT,S012,,,
Revenue,Parent,Huge1146,REVF56,This is a parent under a parent Vault Cash 1146,TBT,S012,,,
Revenue,Parent,Huge1147,REVF57,This is a parent under a parent Vault Cash 1147,TBT,S012,,,
Revenue,Parent,Huge1148,REVF58,This is a parent under a parent Vault Cash 1148,TBT,S012,,,
Revenue,Parent,Huge1149,REVF59,This is a parent under a parent Vault Cash 1149,TBT,S012,,,
Revenue,Parent,Huge1150,REVF60,This is a parent under a parent Vault Cash 1150,TBT,S012,,,
